OTU	KW_Statistic	DF	P_value	Test	Taxonomy	p.value.fdr	p.value.hochberg	p.value.bonferonni
Zotu395	7.172771272	5	0.208104937	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.29E-01	0.805861625	1
Zotu442	7.17167778	5	0.208182322	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.29E-01	0.805861625	1
Zotu215	7.169414692	5	0.208342556	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	2.29E-01	0.805861625	1
Zotu271	7.166120976	5	0.20857595	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.29E-01	0.805861625	1
Zotu110	7.125471558	5	0.211474833	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.33E-01	0.812981242	1
Zotu1170	7.120470071	5	0.211833876	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus	2.33E-01	0.812981242	1
Zotu564	7.111651457	5	0.212468207	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	2.34E-01	0.812981242	1
Zotu566	7.066629674	5	0.215731954	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	2.37E-01	0.813439315	1
Zotu348	7.034153678	5	0.218112623	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.40E-01	0.813439315	1
Zotu456	7.011838872	5	0.219761324	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.42E-01	0.813439315	1
Zotu541	7.010030058	5	0.219895428	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnospiraceae_NK4A136_group,s:uncultured_bacterium	2.42E-01	0.813439315	1
Zotu257	7.005212612	5	0.220252928	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_vadinBB60_group	2.42E-01	0.813439315	1
Zotu775	6.981406096	5	0.222026837	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.44E-01	0.813439315	1
Zotu252	6.97708369	5	0.22235021	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Tannerellaceae,g:Parabacteroides	2.45E-01	0.813439315	1
Zotu660	6.97230695	5	0.222708037	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:uncultured	2.45E-01	0.813439315	1
Zotu234	6.962106041	5	0.22347382	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.46E-01	0.813439315	1
Zotu281	6.946341413	5	0.224661653	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.47E-01	0.813439315	1
Zotu782	6.915651397	5	0.226989388	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	2.50E-01	0.813439315	1
Zotu601	6.889796894	5	0.228966125	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcus_1,s:uncultured_bacterium	2.52E-01	0.813439315	1
Zotu1213	6.888267127	5	0.229083538	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales	2.52E-01	0.813439315	1
Zotu546	6.888250019	5	0.229084851	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	2.52E-01	0.813439315	1
Zotu863	6.884285909	5	0.229389344	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium_9,s:uncultured_bacterium	2.52E-01	0.813439315	1
Zotu562	6.874264388	5	0.230160639	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.53E-01	0.813439315	1
Zotu449	6.87423997	5	0.230162521	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.53E-01	0.813439315	1
Zotu1020	6.866802486	5	0.230736353	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.54E-01	0.813439315	1
Zotu178	6.863462503	5	0.230994438	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	2.54E-01	0.813439315	1
Zotu171	6.860728199	5	0.231205901	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.54E-01	0.813439315	1
Zotu1023	6.856524548	5	0.231531318	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	2.55E-01	0.813439315	1
Zotu730	6.836296448	5	0.233102619	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.56E-01	0.813439315	1
Zotu659	6.834616099	5	0.233233549	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.57E-01	0.813439315	1
Zotu809	6.827501801	5	0.233788568	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.57E-01	0.813439315	1
Zotu911	6.824722265	5	0.234005713	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.57E-01	0.813439315	1
Zotu697	6.824111675	5	0.234053436	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium_6	2.57E-01	0.813439315	1
Zotu101	6.792465839	5	0.236538068	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:A2,s:uncultured_bacterium	2.60E-01	0.813439315	1
Zotu983	6.791916428	5	0.236581399	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.60E-01	0.813439315	1
Zotu394	6.786878528	5	0.236979035	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Alistipes	2.61E-01	0.813439315	1
Zotu1022	6.781468183	5	0.237406691	Kruskal-Wallis rank sum test	k:Bacteria	2.61E-01	0.813439315	1
Zotu287	6.777067672	5	0.237755002	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.62E-01	0.813439315	1
Zotu249	6.775391931	5	0.237887753	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Carnobacteriaceae	2.62E-01	0.813439315	1
Zotu61	6.772020174	5	0.23815505	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	2.62E-01	0.813439315	1
Zotu385	6.771909287	5	0.238163844	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.62E-01	0.813439315	1
Zotu617	6.768100113	5	0.238466128	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	2.62E-01	0.813439315	1
Zotu474	6.762249494	5	0.23893104	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnospiraceae_NK4A136_group,s:uncultured_bacterium	2.63E-01	0.813439315	1
Zotu1189	6.761312774	5	0.239005545	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	2.63E-01	0.813439315	1
Zotu680	6.754309377	5	0.239563202	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.64E-01	0.813439315	1
Zotu1057	6.745863473	5	0.240237165	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.64E-01	0.813439315	1
Zotu1187	6.744084147	5	0.240379353	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides	2.64E-01	0.813439315	1
Zotu927	6.741149935	5	0.240613982	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.65E-01	0.813439315	1
Zotu878	6.71223096	5	0.242936678	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.67E-01	0.818965004	1
Zotu1043	6.693587252	5	0.244443972	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	2.69E-01	0.819434588	1
Zotu534	6.688851186	5	0.244828108	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_010	2.69E-01	0.819434588	1
Zotu1138	6.68498851	5	0.245141776	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.70E-01	0.819434588	1
Zotu133	6.668951511	5	0.246447633	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	2.71E-01	0.820271037	1
Zotu991	6.663799122	5	0.246868405	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	2.72E-01	0.820271037	1
Zotu1100	6.654256512	5	0.247649282	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	2.72E-01	0.820271037	1
Zotu80	6.648160177	5	0.248149221	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	2.73E-01	0.820271037	1
Zotu508	6.595839792	5	0.252474325	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.78E-01	0.832256084	1
Zotu1180	6.581281408	5	0.253688832	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus	2.79E-01	0.833949476	1
Zotu529	6.561697751	5	0.255330169	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.81E-01	0.834784541	1
Zotu870	6.561511042	5	0.25534586	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured	2.81E-01	0.834784541	1
Zotu883	6.531341661	5	0.257891657	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	2.84E-01	0.835103546	1
Zotu480	6.525213058	5	0.258411355	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured,s:uncultured_bacterium	2.84E-01	0.835103546	1
Zotu353	6.523514814	5	0.258555516	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:uncultured	2.84E-01	0.835103546	1
Zotu973	6.523129472	5	0.258588236	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.84E-01	0.835103546	1
Zotu724	6.498312765	5	0.260702659	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured	2.87E-01	0.835103546	1
Zotu236	6.482092069	5	0.262092344	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.88E-01	0.835103546	1
Zotu835	6.477230804	5	0.262510007	Kruskal-Wallis rank sum test	k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:uncultured	2.89E-01	0.835103546	1
Zotu492	6.467294678	5	0.263365381	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	2.90E-01	0.835103546	1
Zotu103	6.459316172	5	0.264053881	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured,s:uncultured_bacterium	2.90E-01	0.835103546	1
Zotu440	6.452181088	5	0.264670845	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	2.91E-01	0.835103546	1
Zotu524	6.447013731	5	0.265118397	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:uncultured,s:uncultured_bacterium	2.92E-01	0.835103546	1
Zotu899	6.444276338	5	0.265355738	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.92E-01	0.835103546	1
Zotu420	6.439466345	5	0.265773199	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured	2.92E-01	0.835103546	1
Zotu246	6.43576977	5	0.266094392	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.93E-01	0.835103546	1
Zotu1	6.4315899	5	0.266457959	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Alistipes	2.93E-01	0.835103546	1
Zotu862	6.429134496	5	0.266671721	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnospiraceae_NK4A136_group,s:uncultured_bacterium	2.93E-01	0.835103546	1
Zotu11	6.406985554	5	0.268606287	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,s:uncultured_bacterium	2.95E-01	0.838954021	1
Zotu300	6.392233533	5	0.269901119	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Blautia	2.97E-01	0.839754036	1
Zotu936	6.374899781	5	0.271429046	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	2.99E-01	0.839754036	1
Zotu324	6.359655953	5	0.272778559	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.00E-01	0.839754036	1
Zotu174	6.35872742	5	0.272860936	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.00E-01	0.839754036	1
Zotu313	6.34809946	5	0.273805265	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	3.01E-01	0.839754036	1
Zotu752	6.329892002	5	0.275429218	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	3.03E-01	0.839754036	1
Zotu1151	6.327889525	5	0.275608298	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	3.03E-01	0.839754036	1
Zotu1109	6.327409297	5	0.275651258	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Alistipes	3.03E-01	0.839754036	1
Zotu518	6.310460825	5	0.277170917	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.05E-01	0.839754036	1
Zotu620	6.297840094	5	0.278306933	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	3.06E-01	0.839754036	1
Zotu151	6.28999012	5	0.27901542	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcus_1	3.07E-01	0.839754036	1
Zotu81	6.284913644	5	0.279474365	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.07E-01	0.839754036	1
Zotu84	6.26442801	5	0.281332586	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	3.09E-01	0.839754036	1
Zotu82	6.259590124	5	0.281772874	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.10E-01	0.839754036	1
Zotu310	6.256964221	5	0.282012086	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.10E-01	0.839754036	1
Zotu792	6.255680647	5	0.282129075	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.10E-01	0.839754036	1
Zotu1029	6.254136208	5	0.282269892	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	3.10E-01	0.839754036	1
Zotu419	6.242965238	5	0.28329011	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	3.12E-01	0.839754036	1
Zotu961	6.2387386	5	0.283676892	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.12E-01	0.839754036	1
Zotu580	6.230867051	5	0.284398353	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.13E-01	0.839754036	1
Zotu729	6.217078854	5	0.285665653	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	3.14E-01	0.839754036	1
Zotu710	6.21636516	5	0.285731373	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.14E-01	0.839754036	1
Zotu547	6.210273528	5	0.286292812	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.15E-01	0.839754036	1
Zotu35	6.20384424	5	0.286886332	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	3.16E-01	0.839754036	1
Zotu1082	6.194003397	5	0.287796698	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	3.17E-01	0.839754036	1
Zotu677	6.188555535	5	0.288301669	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Christensenellaceae,g:Christensenellaceae_R_7_group,s:uncultured_bacterium	3.17E-01	0.839754036	1
Zotu1190	6.187618752	5	0.288388573	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Blautia,s:uncultured_bacterium	3.17E-01	0.839754036	1
Zotu3	6.182205514	5	0.288891158	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,s:uncultured_bacterium	3.18E-01	0.839754036	1
Zotu760	6.177517024	5	0.289327021	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.18E-01	0.839754036	1
Zotu590	6.156733695	5	0.291265468	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	3.20E-01	0.840720088	1
Zotu278	6.142545212	5	0.292594766	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.22E-01	0.840720088	1
Zotu1094	6.136502794	5	0.293162338	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	3.22E-01	0.840720088	1
Zotu614	6.135277203	5	0.293277566	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	3.23E-01	0.840720088	1
Zotu715	6.131962389	5	0.293589401	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Family_XIII	3.23E-01	0.840720088	1
Zotu1186	6.123185941	5	0.294416304	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	3.24E-01	0.840720088	1
Zotu957	6.087554314	5	0.297792508	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	3.28E-01	0.840720088	1
Zotu542	6.07720642	5	0.29877874	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured	3.29E-01	0.840720088	1
Zotu374	6.077053031	5	0.298793379	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:uncultured,s:uncultured_bacterium	3.29E-01	0.840720088	1
Zotu25	6.074643699	5	0.299023386	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	3.29E-01	0.840720088	1
Zotu1012	6.069061384	5	0.299556843	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	3.30E-01	0.840720088	1
Zotu866	6.068550539	5	0.299605698	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.30E-01	0.840720088	1
Zotu1013	6.063770917	5	0.300063105	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.30E-01	0.840720088	1
Zotu428	6.060724114	5	0.300354971	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	3.30E-01	0.840720088	1
Zotu1034	6.059879564	5	0.300435914	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	3.30E-01	0.840720088	1
Zotu881	6.049432245	5	0.301438626	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	3.32E-01	0.840720088	1
Zotu32	6.03962544	5	0.302382268	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	3.33E-01	0.840720088	1
Zotu987	6.037546167	5	0.302582641	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	3.33E-01	0.840720088	1
Zotu741	6.023133597	5	0.303974424	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.34E-01	0.840720088	1
Zotu185	6.008722995	5	0.305371058	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	3.36E-01	0.840720088	1
Zotu1009	6.00180113	5	0.3060437	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	3.37E-01	0.840720088	1
Zotu21	5.998409374	5	0.306373724	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	3.37E-01	0.840720088	1
Zotu872	5.994228932	5	0.306780874	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes	3.37E-01	0.840720088	1
Zotu165	5.987691983	5	0.307418385	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium,s:uncultured_bacterium	3.38E-01	0.840720088	1
Zotu871	5.987474448	5	0.307439618	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.38E-01	0.840720088	1
Zotu942	5.98144555	5	0.308028537	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae,g:Streptococcus	3.39E-01	0.840720088	1
Zotu1173	5.969005154	5	0.309246546	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	3.40E-01	0.842113021	1
Zotu444	5.932290353	5	0.312863226	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.44E-01	0.848278031	1
Zotu338	5.918456719	5	0.314234488	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Family_XII,g:Exiguobacterium	3.46E-01	0.848278031	1
